,diam,diel,frac1,frac2
0,126.0,15.0,0.27758156488088565,0.21706576243899955
1,255.0,15.0,0.08954615190554133,0.26973610251238556
2,168.0,15.0,0.1661670986964826,0.3050988304108758
3,126.0,15.0,0.28795139010304727,0.24934007144421866
4,255.0,15.0,0.08557301459726874,0.26941486044086604
5,168.0,15.0,0.170424155720171,0.31453788104788927
6,126.0,15.0,0.28481956028370525,0.2235169212667194
7,255.0,15.0,0.08646471791688987,0.2720301397908138
8,168.0,15.0,0.14885381855053342,0.31926292190354366
